prompt,quality_score,quality_label,clarity,specificity,context,goal_definition,constraints,output_format,role_persona,audience,ambiguity,completeness,actionability,consistency
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a VP of Engineering at a top-tier technology institution. Design and implement an engineering career progression framework and compensation banding model using Engineering Leadership for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering levels from Junior to Fellow across 4 pillars (delivery, craftsmanship, strategy, leadership), salary band percentiles, and calibration guidelines; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Senior Database Kernel Engineer at a top-tier technology institution. Design and implement a storage engine for a column-oriented analytical database using C++ for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering LSM-tree write pipeline, dictionary and run-length compression, vectorised SIMD filter execution, and ACID write-ahead logging (WAL); (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Principal Natural Language Processing Researcher at a top-tier technology institution. Design and implement a domain-adapted parameter-efficient fine-tuning (PEFT) pipeline using QLoRA for legal contracts using PyTorch and Transformers for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering 4-bit NormalFloat quantization, rank allocation, target module selection, perplexity benchmarking, and hallucination reduction; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #1. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #2. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #3. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",93,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #4. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",94,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #5. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",95,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #6. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",96,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #7. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",97,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #8. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",98,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #9. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",91,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
"You are a Full Stack Platform Director at a top-tier technology institution. Design and implement a unified developer portal and API gateway managing 500 internal microservices using TypeScript and GraphQL for enterprise deployment #10. Your specification must rigorously include: (1) detailed architecture and component interactions; (2) comprehensive implementation covering schema stitching, automated OAuth token exchange, real-time query complexity limiting, and interactive API documentation generation; (3) production constraints: memory limits, concurrency handling, error recovery, and security compliance; (4) runnable code blocks with complete typing, docstrings, and edge-case handling; (5) automated verification strategy with unit and integration test suites; and (6) deployment runbook detailing monitoring metrics, SLA targets, and rollback triggers. Format the output professionally in structured Markdown with diagrams in text form.",92,EXCELLENT,95,94,35,95,32,38,28,25,1,94,94,96
